name,html_url,git_url,forks,stars,language,size,csharp_percent,csharp_lines,commit_count,default_branch,repo_path,status,time_taken
ToadsworthLP/Millennium,https://github.com/ToadsworthLP/Millennium,git://github.com/ToadsworthLP/Millennium.git,26,93,C#,376716,0.91153648452334,28995796,152,master,D:\DataCollection\repos\ToadsworthLP_Millennium,,35
jaagupku/volumetric-clouds,https://github.com/jaagupku/volumetric-clouds,git://github.com/jaagupku/volumetric-clouds.git,33,176,C#,375988,0.8006626518577173,345807,46,master,D:\DataCollection\repos\jaagupku_volumetric-clouds,,1
solliancenet/tech-immersion-data-ai,https://github.com/solliancenet/tech-immersion-data-ai,git://github.com/solliancenet/tech-immersion-data-ai.git,143,118,C#,375316,0.7071789050857757,537666,656,master,D:\DataCollection\repos\solliancenet_tech-immersion-data-ai,,35
dereksorensen/KailashEngine,https://github.com/dereksorensen/KailashEngine,git://github.com/dereksorensen/KailashEngine.git,33,151,C#,375049,0.9038809335451564,838637,267,master,D:\DataCollection\repos\dereksorensen_KailashEngine,,47
MirrorNetworking/Mirror,https://github.com/MirrorNetworking/Mirror,git://github.com/MirrorNetworking/Mirror.git,697,4447,C#,373747,0.9987396044409752,2862155,7865,master,D:\DataCollection\repos\MirrorNetworking_Mirror,,2
UnityTechnologies/Pre-Baked-360,https://github.com/UnityTechnologies/Pre-Baked-360,git://github.com/UnityTechnologies/Pre-Baked-360.git,24,80,C#,372108,0.8605021879008292,163023,14,master,D:\DataCollection\repos\UnityTechnologies_Pre-Baked-360,,58
dbrizov/NaughtyCharacter,https://github.com/dbrizov/NaughtyCharacter,git://github.com/dbrizov/NaughtyCharacter.git,119,825,C#,369356,0.6433454697854729,24561,149,master,D:\DataCollection\repos\dbrizov_NaughtyCharacter,,10
freezy/VisualPinball.Engine,https://github.com/freezy/VisualPinball.Engine,git://github.com/freezy/VisualPinball.Engine.git,54,332,C#,364847,0.9597949379198468,4614982,3208,master,D:\DataCollection\repos\freezy_VisualPinball.Engine,,12
vchelaru/FlatRedBall,https://github.com/vchelaru/FlatRedBall,git://github.com/vchelaru/FlatRedBall.git,37,180,C#,362282,0.9197935025515503,23872522,5116,NetStandard,D:\DataCollection\repos\vchelaru_FlatRedBall,,42
specklesystems/speckle-sharp,https://github.com/specklesystems/speckle-sharp,git://github.com/specklesystems/speckle-sharp.git,135,285,C#,357275,0.9018312378869948,4718363,5522,main,D:\DataCollection\repos\specklesystems_speckle-sharp,,3
ONLYOFFICE/DocSpace,https://github.com/ONLYOFFICE/DocSpace,git://github.com/ONLYOFFICE/DocSpace.git,79,137,C#,355549,0.6036587766977023,10424185,34529,master,D:\DataCollection\repos\ONLYOFFICE_DocSpace,,13
NotCoffee418/TrinityCreator,https://github.com/NotCoffee418/TrinityCreator,git://github.com/NotCoffee418/TrinityCreator.git,88,147,C#,355237,0.9993870780896214,474484,331,master,D:\DataCollection\repos\NotCoffee418_TrinityCreator,,4
AvaloniaUI/Avalonia.Xaml.Behaviors,https://github.com/AvaloniaUI/Avalonia.Xaml.Behaviors,git://github.com/AvaloniaUI/Avalonia.Xaml.Behaviors.git,37,285,C#,354609,0.9790351642187842,254836,1283,master,D:\DataCollection\repos\AvaloniaUI_Avalonia.Xaml.Behaviors,,1
helix-toolkit/helix-toolkit,https://github.com/helix-toolkit/helix-toolkit,git://github.com/helix-toolkit/helix-toolkit.git,632,1583,C#,354272,0.96945700885269,9289942,5246,develop,D:\DataCollection\repos\helix-toolkit_helix-toolkit,,28
SubnauticaModding/QModManager,https://github.com/SubnauticaModding/QModManager,git://github.com/SubnauticaModding/QModManager.git,54,136,C#,353215,0.9736969251182648,270049,1439,master,D:\DataCollection\repos\SubnauticaModding_QModManager,,1
NethermindEth/nethermind,https://github.com/NethermindEth/nethermind,git://github.com/NethermindEth/nethermind.git,314,976,C#,352547,0.9976830424370569,16809351,7392,master,D:\DataCollection\repos\NethermindEth_nethermind,,4
WorldWideTelescope/wwt-windows-client,https://github.com/WorldWideTelescope/wwt-windows-client,git://github.com/WorldWideTelescope/wwt-windows-client.git,57,179,C#,350895,0.994356753814481,9981546,300,master,D:\DataCollection\repos\WorldWideTelescope_wwt-windows-client,,22
AlbertMN/AssistantComputerControl,https://github.com/AlbertMN/AssistantComputerControl,git://github.com/AlbertMN/AssistantComputerControl.git,68,836,C#,350671,0.7527490046139536,285669,148,master,D:\DataCollection\repos\AlbertMN_AssistantComputerControl,,3
LavaGang/MelonLoader,https://github.com/LavaGang/MelonLoader,git://github.com/LavaGang/MelonLoader.git,414,1751,C#,349037,0.7751632874268143,1438886,1502,master,D:\DataCollection\repos\LavaGang_MelonLoader,,4
unity3d-jp/fuze-vj-kit,https://github.com/unity3d-jp/fuze-vj-kit,git://github.com/unity3d-jp/fuze-vj-kit.git,23,89,C#,348338,0.9406947884329208,359685,101,master,D:\DataCollection\repos\unity3d-jp_fuze-vj-kit,,27
TrackableEntities/trackable-entities,https://github.com/TrackableEntities/trackable-entities,git://github.com/TrackableEntities/trackable-entities.git,35,121,C#,347345,0.6638484078282544,1623272,641,develop,D:\DataCollection\repos\TrackableEntities_trackable-entities,,34
Coolapk-UWP/Coolapk-UWP,https://github.com/Coolapk-UWP/Coolapk-UWP,git://github.com/Coolapk-UWP/Coolapk-UWP.git,169,1985,C#,344631,0.972182928593606,2990284,556,revived,D:\DataCollection\repos\Coolapk-UWP_Coolapk-UWP,,2
xamarin/monodroid-samples,https://github.com/xamarin/monodroid-samples,git://github.com/xamarin/monodroid-samples.git,4121,2198,C#,344314,0.9827978456681216,5376545,1669,main,D:\DataCollection\repos\xamarin_monodroid-samples,,33
miyconst/Mi899,https://github.com/miyconst/Mi899,git://github.com/miyconst/Mi899.git,40,183,C#,340542,1.0,74287,232,master,D:\DataCollection\repos\miyconst_Mi899,,73
microsoft/OAT,https://github.com/microsoft/OAT,git://github.com/microsoft/OAT.git,15,89,C#,340231,0.7343424125207223,329567,213,main,D:\DataCollection\repos\microsoft_OAT,,1
Mapsui/Mapsui,https://github.com/Mapsui/Mapsui,git://github.com/Mapsui/Mapsui.git,272,898,C#,338314,0.9910285838533784,1645378,9349,master,D:\DataCollection\repos\Mapsui_Mapsui,,14
Unity-Technologies/com.unity.perception,https://github.com/Unity-Technologies/com.unity.perception,git://github.com/Unity-Technologies/com.unity.perception.git,168,807,C#,335202,0.9898993515905627,2018089,1436,main,D:\DataCollection\repos\Unity-Technologies_com.unity.perception,,48
JoeMayo/LinqToTwitter,https://github.com/JoeMayo/LinqToTwitter,git://github.com/JoeMayo/LinqToTwitter.git,133,510,C#,334876,0.999338043162154,7315873,1000,main,D:\DataCollection\repos\JoeMayo_LinqToTwitter,,4
hansquirrel/JyGameSilverlight,https://github.com/hansquirrel/JyGameSilverlight,git://github.com/hansquirrel/JyGameSilverlight.git,95,284,C#,334335,0.972968856755459,1379916,27,master,D:\DataCollection\repos\hansquirrel_JyGameSilverlight,,61
TomorrowTodayLabs/NewtonVR,https://github.com/TomorrowTodayLabs/NewtonVR,git://github.com/TomorrowTodayLabs/NewtonVR.git,209,788,C#,333269,0.9941756756756756,294276,200,master,D:\DataCollection\repos\TomorrowTodayLabs_NewtonVR,,6
ptr727/PlexCleaner,https://github.com/ptr727/PlexCleaner,git://github.com/ptr727/PlexCleaner.git,11,208,C#,329222,0.9358967014299698,375741,867,main,D:\DataCollection\repos\ptr727_PlexCleaner,,1
pnp/modernization,https://github.com/pnp/modernization,git://github.com/pnp/modernization.git,88,150,C#,328271,0.9052378718123332,2641275,1134,master,D:\DataCollection\repos\pnp_modernization,,12
watson-developer-cloud/unity-sdk,https://github.com/watson-developer-cloud/unity-sdk,git://github.com/watson-developer-cloud/unity-sdk.git,218,567,C#,327308,0.9498307337266416,2750176,3567,master,D:\DataCollection\repos\watson-developer-cloud_unity-sdk,,1
Kermalis/PokemonGameEngine,https://github.com/Kermalis/PokemonGameEngine,git://github.com/Kermalis/PokemonGameEngine.git,20,163,C#,326039,0.9897558402641878,1294759,465,master,D:\DataCollection\repos\Kermalis_PokemonGameEngine,,19
wkwan/frantic-architect,https://github.com/wkwan/frantic-architect,git://github.com/wkwan/frantic-architect.git,112,253,C#,325369,0.8740097319092045,5678422,172,zoom,D:\DataCollection\repos\wkwan_frantic-architect,,8
kopaka1822/ImageViewer,https://github.com/kopaka1822/ImageViewer,git://github.com/kopaka1822/ImageViewer.git,31,256,C#,324463,0.845494844771783,1672136,1345,master,D:\DataCollection\repos\kopaka1822_ImageViewer,,10
EventStore/EventStore,https://github.com/EventStore/EventStore,git://github.com/EventStore/EventStore.git,639,4929,C#,324114,0.9958483180925164,10244687,7938,master,D:\DataCollection\repos\EventStore_EventStore,,2
resemble-ai/resemble-unity-text-to-speech,https://github.com/resemble-ai/resemble-unity-text-to-speech,git://github.com/resemble-ai/resemble-unity-text-to-speech.git,24,143,C#,324005,0.9533930799901524,336911,112,master,D:\DataCollection\repos\resemble-ai_resemble-unity-text-to-speech,,17
dmustanger/7dtd-ServerTools,https://github.com/dmustanger/7dtd-ServerTools,git://github.com/dmustanger/7dtd-ServerTools.git,59,182,C#,323532,0.8857760554443309,3850077,730,master,D:\DataCollection\repos\dmustanger_7dtd-ServerTools,,3
UnigramDev/Unigram,https://github.com/UnigramDev/Unigram,git://github.com/UnigramDev/Unigram.git,406,3084,C#,322146,0.6686977214707761,10843300,9007,develop,D:\DataCollection\repos\UnigramDev_Unigram,,6
umbraco/Umbraco-CMS,https://github.com/umbraco/Umbraco-CMS,git://github.com/umbraco/Umbraco-CMS.git,2542,4008,C#,321286,0.6965398079039761,16946537,43629,contrib,D:\DataCollection\repos\umbraco_Umbraco-CMS,,5
anoyetta/ACT.Hojoring,https://github.com/anoyetta/ACT.Hojoring,git://github.com/anoyetta/ACT.Hojoring.git,71,287,C#,321215,0.994637446427594,3088956,3238,master,D:\DataCollection\repos\anoyetta_ACT.Hojoring,,27
Swastika-IO/sio.core,https://github.com/Swastika-IO/sio.core,git://github.com/Swastika-IO/sio.core.git,58,134,C#,321023,0.999979852579438,40302114,28,master,D:\DataCollection\repos\Swastika-IO_sio.core,,4
pupil-labs/hmd-eyes,https://github.com/pupil-labs/hmd-eyes,git://github.com/pupil-labs/hmd-eyes.git,63,141,C#,320675,0.905428997950526,107354,611,master,D:\DataCollection\repos\pupil-labs_hmd-eyes,,1
alelievr/Procedural-Worlds-Editor,https://github.com/alelievr/Procedural-Worlds-Editor,git://github.com/alelievr/Procedural-Worlds-Editor.git,34,267,C#,318258,0.7378917895039708,1384879,410,master,D:\DataCollection\repos\alelievr_Procedural-Worlds-Editor,,26
Lidarr/Lidarr,https://github.com/Lidarr/Lidarr,git://github.com/Lidarr/Lidarr.git,213,2964,C#,317816,0.7015817010972092,6228180,9962,develop,D:\DataCollection\repos\Lidarr_Lidarr,,6
wieslawsoltes/Dock,https://github.com/wieslawsoltes/Dock,git://github.com/wieslawsoltes/Dock.git,73,668,C#,317198,0.9872694230531456,423196,2508,master,D:\DataCollection\repos\wieslawsoltes_Dock,,1
wieslawsoltes/Svg.Skia,https://github.com/wieslawsoltes/Svg.Skia,git://github.com/wieslawsoltes/Svg.Skia.git,48,329,C#,316596,0.9911947312146778,772219,2993,master,D:\DataCollection\repos\wieslawsoltes_Svg.Skia,,1
openpetra/openpetra,https://github.com/openpetra/openpetra,git://github.com/openpetra/openpetra.git,47,95,C#,313652,0.9305604239616954,11508385,12092,master,D:\DataCollection\repos\openpetra_openpetra,,3
DonnYep/CosmosFramework,https://github.com/DonnYep/CosmosFramework,git://github.com/DonnYep/CosmosFramework.git,37,272,C#,311995,1.0,9521448,1151,v1.3,D:\DataCollection\repos\DonnYep_CosmosFramework,,12
socioboard/socioboard-core,https://github.com/socioboard/socioboard-core,git://github.com/socioboard/socioboard-core.git,120,239,C#,311976,0.6443726816954025,11412973,208,master,D:\DataCollection\repos\socioboard_socioboard-core,,30
PowerPointLabs/PowerPointLabs,https://github.com/PowerPointLabs/PowerPointLabs,git://github.com/PowerPointLabs/PowerPointLabs.git,96,167,C#,311592,0.9999622019066154,3518563,3371,master,D:\DataCollection\repos\PowerPointLabs_PowerPointLabs,,14
ViewFaceCore/ViewFaceCore,https://github.com/ViewFaceCore/ViewFaceCore,git://github.com/ViewFaceCore/ViewFaceCore.git,150,624,C#,310353,0.8115618512885318,321751,289,main,D:\DataCollection\repos\ViewFaceCore_ViewFaceCore,,36
OpenRA/OpenRA,https://github.com/OpenRA/OpenRA,git://github.com/OpenRA/OpenRA.git,2587,13408,C#,310287,0.8152163458847261,6407907,29655,bleed,D:\DataCollection\repos\OpenRA_OpenRA,,5
CommunityToolkit/WindowsCommunityToolkit,https://github.com/CommunityToolkit/WindowsCommunityToolkit,git://github.com/CommunityToolkit/WindowsCommunityToolkit.git,1391,5623,C#,309498,0.9956464979831317,8145384,13534,main,D:\DataCollection\repos\CommunityToolkit_WindowsCommunityToolkit,,2
wabbajack-tools/wabbajack,https://github.com/wabbajack-tools/wabbajack,git://github.com/wabbajack-tools/wabbajack.git,112,605,C#,309320,0.9939160134858428,1669763,4320,main,D:\DataCollection\repos\wabbajack-tools_wabbajack,,16
AutoCSer/AutoCSer,https://github.com/AutoCSer/AutoCSer,git://github.com/AutoCSer/AutoCSer.git,57,153,C#,309020,0.8704527404150466,22888614,64,master,D:\DataCollection\repos\AutoCSer_AutoCSer,,11
Radarr/Radarr,https://github.com/Radarr/Radarr,git://github.com/Radarr/Radarr.git,859,8059,C#,308663,0.694078315273321,6339129,11959,develop,D:\DataCollection\repos\Radarr_Radarr,,3
FreyaHolmer/ShaderForge,https://github.com/FreyaHolmer/ShaderForge,git://github.com/FreyaHolmer/ShaderForge.git,519,2430,C#,308623,0.6326705031416032,991215,702,master,D:\DataCollection\repos\FreyaHolmer_ShaderForge,,2
rjamesnw/v8dotnet,https://github.com/rjamesnw/v8dotnet,git://github.com/rjamesnw/v8dotnet.git,39,151,C#,308512,0.8280702941472436,954563,222,master,D:\DataCollection\repos\rjamesnw_v8dotnet,,10
d2phap/ImageGlass,https://github.com/d2phap/ImageGlass,git://github.com/d2phap/ImageGlass.git,430,5795,C#,308487,0.9978371169728162,2247677,1904,develop,D:\DataCollection\repos\d2phap_ImageGlass,,5
ima-games/ATD,https://github.com/ima-games/ATD,git://github.com/ima-games/ATD.git,48,142,C#,307173,0.995833522374968,1053560,524,master,D:\DataCollection\repos\ima-games_ATD,,10
subhra74/xdm,https://github.com/subhra74/xdm,git://github.com/subhra74/xdm.git,1037,5699,C#,304146,0.8659262274981488,1818536,497,master,D:\DataCollection\repos\subhra74_xdm,,2
roy-t/MiniRTS,https://github.com/roy-t/MiniRTS,git://github.com/roy-t/MiniRTS.git,11,114,C#,302952,0.8222506206365412,1065511,634,master,D:\DataCollection\repos\roy-t_MiniRTS,,47
ArduPilot/MissionPlanner,https://github.com/ArduPilot/MissionPlanner,git://github.com/ArduPilot/MissionPlanner.git,2235,1486,C#,302041,0.7327146663697848,44069213,6508,master,D:\DataCollection\repos\ArduPilot_MissionPlanner,,18
LunaMultiplayer/LunaMultiplayer,https://github.com/LunaMultiplayer/LunaMultiplayer,git://github.com/LunaMultiplayer/LunaMultiplayer.git,144,399,C#,299682,0.9901645246648518,2574102,4057,master,D:\DataCollection\repos\LunaMultiplayer_LunaMultiplayer,,10
alexrainman/CarouselView,https://github.com/alexrainman/CarouselView,git://github.com/alexrainman/CarouselView.git,180,436,C#,296153,0.9027062526529924,225422,236,master,,failed: Failed to clone alexrainman/CarouselView!,3
digital-standard/ThreeDPoseTracker,https://github.com/digital-standard/ThreeDPoseTracker,git://github.com/digital-standard/ThreeDPoseTracker.git,158,864,C#,293389,0.9785960269872102,2190048,140,master,D:\DataCollection\repos\digital-standard_ThreeDPoseTracker,,32
Sonarr/Sonarr,https://github.com/Sonarr/Sonarr,git://github.com/Sonarr/Sonarr.git,1150,9111,C#,292776,0.7222243554352654,6959325,10075,develop,D:\DataCollection\repos\Sonarr_Sonarr,,3
CloudOnce/CloudOnce,https://github.com/CloudOnce/CloudOnce,git://github.com/CloudOnce/CloudOnce.git,51,243,C#,291279,0.9883832877914795,977347,183,main,D:\DataCollection\repos\CloudOnce_CloudOnce,,6
HushengStudent/myGameFramework,https://github.com/HushengStudent/myGameFramework,git://github.com/HushengStudent/myGameFramework.git,24,91,C#,290985,0.7748231935111792,4533623,586,master,D:\DataCollection\repos\HushengStudent_myGameFramework,,22
KhronosGroup/glTF-Asset-Generator,https://github.com/KhronosGroup/glTF-Asset-Generator,git://github.com/KhronosGroup/glTF-Asset-Generator.git,42,147,C#,289008,0.9673758984207922,461388,450,master,D:\DataCollection\repos\KhronosGroup_glTF-Asset-Generator,,6
microsoft/MRDL_Unity_PeriodicTable,https://github.com/microsoft/MRDL_Unity_PeriodicTable,git://github.com/microsoft/MRDL_Unity_PeriodicTable.git,101,246,C#,287839,0.9745131142101944,9698680,91,master,D:\DataCollection\repos\microsoft_MRDL_Unity_PeriodicTable,,10
cefsharp/CefSharp,https://github.com/cefsharp/CefSharp,git://github.com/cefsharp/CefSharp.git,2894,9429,C#,286425,0.8481326261988198,5973460,6369,master,D:\DataCollection\repos\cefsharp_CefSharp,,1
Readarr/Readarr,https://github.com/Readarr/Readarr,git://github.com/Readarr/Readarr.git,120,2154,C#,285867,0.6814290784134326,5888998,10183,develop,D:\DataCollection\repos\Readarr_Readarr,,5
microsoft/perfview,https://github.com/microsoft/perfview,git://github.com/microsoft/perfview.git,677,3753,C#,284687,0.9030462306862695,13397956,3168,main,D:\DataCollection\repos\microsoft_perfview,,21
microsoft/sqltoolsservice,https://github.com/microsoft/sqltoolsservice,git://github.com/microsoft/sqltoolsservice.git,142,384,C#,282588,0.8676569382165389,12135338,2070,main,D:\DataCollection\repos\microsoft_sqltoolsservice,,4
dotnet/samples,https://github.com/dotnet/samples,git://github.com/dotnet/samples.git,4910,3028,C#,282437,0.7192334781019599,8007181,5270,main,D:\DataCollection\repos\dotnet_samples,,14
octgn/OCTGN,https://github.com/octgn/OCTGN,git://github.com/octgn/OCTGN.git,130,350,C#,281870,0.9601163142011444,4147064,6573,master,D:\DataCollection\repos\octgn_OCTGN,,5
Root-MtX/Nro2Nsp,https://github.com/Root-MtX/Nro2Nsp,git://github.com/Root-MtX/Nro2Nsp.git,43,257,C#,281684,0.6297281160787305,125513,143,master,D:\DataCollection\repos\Root-MtX_Nro2Nsp,,40
aurora-sim/Aurora-Sim,https://github.com/aurora-sim/Aurora-Sim,git://github.com/aurora-sim/Aurora-Sim.git,62,82,C#,279781,0.9633636419305812,13151852,20692,master,D:\DataCollection\repos\aurora-sim_Aurora-Sim,,6
Meowmaritus/DSAnimStudio,https://github.com/Meowmaritus/DSAnimStudio,git://github.com/Meowmaritus/DSAnimStudio.git,46,303,C#,276862,0.9740172761364232,10903089,213,master,D:\DataCollection\repos\Meowmaritus_DSAnimStudio,,15
wave-harmonic/crest,https://github.com/wave-harmonic/crest,git://github.com/wave-harmonic/crest.git,439,3092,C#,276384,0.7846040967554604,1030867,5142,master,D:\DataCollection\repos\wave-harmonic_crest,,18
FireFox2000000/Moonscraper-Chart-Editor,https://github.com/FireFox2000000/Moonscraper-Chart-Editor,git://github.com/FireFox2000000/Moonscraper-Chart-Editor.git,54,178,C#,276006,0.881388610809216,1747657,1908,master,D:\DataCollection\repos\FireFox2000000_Moonscraper-Chart-Editor,,4
Unity-Technologies/VFXToolbox,https://github.com/Unity-Technologies/VFXToolbox,git://github.com/Unity-Technologies/VFXToolbox.git,99,964,C#,275647,0.8012601373266862,356967,76,master,D:\DataCollection\repos\Unity-Technologies_VFXToolbox,,31
higty/higlabo,https://github.com/higty/higlabo,git://github.com/higty/higlabo.git,67,130,C#,274653,0.8774271836502405,24800761,546,master,D:\DataCollection\repos\higty_higlabo,,19
rocksdanister/lively,https://github.com/rocksdanister/lively,git://github.com/rocksdanister/lively.git,952,12244,C#,274255,0.838955588495496,1358926,739,core-separation,D:\DataCollection\repos\rocksdanister_lively,,5
Kermalis/PokemonBattleEngine,https://github.com/Kermalis/PokemonBattleEngine,git://github.com/Kermalis/PokemonBattleEngine.git,16,133,C#,274048,1.0,1691649,1871,master,D:\DataCollection\repos\Kermalis_PokemonBattleEngine,,32
SCToolsfactory/SCJMapper-V2,https://github.com/SCToolsfactory/SCJMapper-V2,git://github.com/SCToolsfactory/SCJMapper-V2.git,30,138,C#,273820,1.0,1026989,140,master,D:\DataCollection\repos\SCToolsfactory_SCJMapper-V2,,32
Unity-Technologies/XR-Interaction-Toolkit-Examples,https://github.com/Unity-Technologies/XR-Interaction-Toolkit-Examples,git://github.com/Unity-Technologies/XR-Interaction-Toolkit-Examples.git,279,883,C#,273727,0.7788816917786406,533171,39,main,D:\DataCollection\repos\Unity-Technologies_XR-Interaction-Toolkit-Examples,,19
Prowlarr/Prowlarr,https://github.com/Prowlarr/Prowlarr,git://github.com/Prowlarr/Prowlarr.git,145,2779,C#,273340,0.766234109021732,4702840,11915,develop,D:\DataCollection\repos\Prowlarr_Prowlarr,,3
winddyhe/knight,https://github.com/winddyhe/knight,git://github.com/winddyhe/knight.git,77,359,C#,272779,0.9912389737522892,3867642,514,master,D:\DataCollection\repos\winddyhe_knight,,2
quxiaozha/JocationPlus,https://github.com/quxiaozha/JocationPlus,git://github.com/quxiaozha/JocationPlus.git,67,175,C#,269057,1.0,59235,49,master,D:\DataCollection\repos\quxiaozha_JocationPlus,,40
MaxwellGengYF/Unity-MPipeline,https://github.com/MaxwellGengYF/Unity-MPipeline,git://github.com/MaxwellGengYF/Unity-MPipeline.git,197,850,C#,269017,0.6614759577974298,1472337,33,master,D:\DataCollection\repos\MaxwellGengYF_Unity-MPipeline,,27
Open-Systems-Pharmacology/PK-Sim,https://github.com/Open-Systems-Pharmacology/PK-Sim,git://github.com/Open-Systems-Pharmacology/PK-Sim.git,47,90,C#,267328,0.9867245864247364,11088432,822,develop,D:\DataCollection\repos\Open-Systems-Pharmacology_PK-Sim,,12
wieslawsoltes/PanAndZoom,https://github.com/wieslawsoltes/PanAndZoom,git://github.com/wieslawsoltes/PanAndZoom.git,35,260,C#,266670,0.9274180676739732,69727,721,master,D:\DataCollection\repos\wieslawsoltes_PanAndZoom,,1
CosmosOS/Cosmos,https://github.com/CosmosOS/Cosmos,git://github.com/CosmosOS/Cosmos.git,521,2670,C#,266284,0.927717338271828,7577290,10686,master,D:\DataCollection\repos\CosmosOS_Cosmos,,7
saucepleez/taskt,https://github.com/saucepleez/taskt,git://github.com/saucepleez/taskt.git,321,882,C#,265828,1.0,3583042,3380,development-branch,D:\DataCollection\repos\saucepleez_taskt,,6
WildernessLabs/Meadow.Foundation,https://github.com/WildernessLabs/Meadow.Foundation,git://github.com/WildernessLabs/Meadow.Foundation.git,61,124,C#,263614,0.9981214194780396,3763317,3638,develop,D:\DataCollection\repos\WildernessLabs_Meadow.Foundation,,20
NPBruce/valkyrie,https://github.com/NPBruce/valkyrie,git://github.com/NPBruce/valkyrie.git,101,472,C#,263437,0.83682355272031,2720105,2834,master,D:\DataCollection\repos\NPBruce_valkyrie,,41
CrazyZhang666/GTA5OnlineTools,https://github.com/CrazyZhang666/GTA5OnlineTools,git://github.com/CrazyZhang666/GTA5OnlineTools.git,122,991,C#,263378,1.0,1040085,411,main,D:\DataCollection\repos\CrazyZhang666_GTA5OnlineTools,,3
Caeden117/ChroMapper,https://github.com/Caeden117/ChroMapper,git://github.com/Caeden117/ChroMapper.git,83,263,C#,262583,0.9413897641554474,2366202,2353,master,D:\DataCollection\repos\Caeden117_ChroMapper,,9
mRemoteNG/mRemoteNG,https://github.com/mRemoteNG/mRemoteNG,git://github.com/mRemoteNG/mRemoteNG.git,1382,7867,C#,262503,0.9931746672421004,10233784,5157,v1.77.3-dev,D:\DataCollection\repos\mRemoteNG_mRemoteNG,,2
ONLYOFFICE/CommunityServer,https://github.com/ONLYOFFICE/CommunityServer,git://github.com/ONLYOFFICE/CommunityServer.git,571,2141,C#,261077,0.7021005631070437,38216186,107,master,D:\DataCollection\repos\ONLYOFFICE_CommunityServer,,13
xiaosu-zhu/Aurora.Music,https://github.com/xiaosu-zhu/Aurora.Music,git://github.com/xiaosu-zhu/Aurora.Music.git,21,157,C#,261013,1.0,2083931,550,master,D:\DataCollection\repos\xiaosu-zhu_Aurora.Music,,51
mregni/EmbyStat,https://github.com/mregni/EmbyStat,git://github.com/mregni/EmbyStat.git,23,279,C#,258477,0.7042226709469447,895248,4098,develop,D:\DataCollection\repos\mregni_EmbyStat,,2
widVE/UniCAVE,https://github.com/widVE/UniCAVE,git://github.com/widVE/UniCAVE.git,27,94,C#,256558,0.6767913637541549,1115185,304,master,D:\DataCollection\repos\widVE_UniCAVE,,7
DotSpatial/DotSpatial,https://github.com/DotSpatial/DotSpatial,git://github.com/DotSpatial/DotSpatial.git,361,817,C#,255955,0.9407757441521654,15676674,1278,master,D:\DataCollection\repos\DotSpatial_DotSpatial,,14
GridProtectionAlliance/gsf,https://github.com/GridProtectionAlliance/gsf,git://github.com/GridProtectionAlliance/gsf.git,68,153,C#,255930,0.8007650051629973,34063162,14390,master,D:\DataCollection\repos\GridProtectionAlliance_gsf,,10
ServiceStack/ServiceStackVS,https://github.com/ServiceStack/ServiceStackVS,git://github.com/ServiceStack/ServiceStackVS.git,42,118,C#,255106,0.6032311274470805,568669,1188,master,D:\DataCollection\repos\ServiceStack_ServiceStackVS,,3
igor-tkachev/bltoolkit,https://github.com/igor-tkachev/bltoolkit,git://github.com/igor-tkachev/bltoolkit.git,115,295,C#,254676,0.954383616601989,5728283,2785,master,D:\DataCollection\repos\igor-tkachev_bltoolkit,,6
lucasassislar/nucleuscoop,https://github.com/lucasassislar/nucleuscoop,git://github.com/lucasassislar/nucleuscoop.git,177,770,C#,252271,0.7929052977461404,1311260,252,master,D:\DataCollection\repos\lucasassislar_nucleuscoop,,6
mgth/LittleBigMouse,https://github.com/mgth/LittleBigMouse,git://github.com/mgth/LittleBigMouse.git,153,2405,C#,251497,0.8834355755580104,1492234,222,master,D:\DataCollection\repos\mgth_LittleBigMouse,,3
Team-on/UnityGameTemplate,https://github.com/Team-on/UnityGameTemplate,git://github.com/Team-on/UnityGameTemplate.git,36,283,C#,251023,1.0,1425086,522,master,D:\DataCollection\repos\Team-on_UnityGameTemplate,,64
takuya-takeuchi/DlibDotNet,https://github.com/takuya-takeuchi/DlibDotNet,git://github.com/takuya-takeuchi/DlibDotNet.git,145,434,C#,250753,0.6844081153431679,3299357,1036,master,D:\DataCollection\repos\takuya-takeuchi_DlibDotNet,,84
AdamsLair/duality,https://github.com/AdamsLair/duality,git://github.com/AdamsLair/duality.git,291,1367,C#,250747,0.999217555134135,5663696,3600,master,D:\DataCollection\repos\AdamsLair_duality,,3
SFraissTU/BA_PointCloud,https://github.com/SFraissTU/BA_PointCloud,git://github.com/SFraissTU/BA_PointCloud.git,31,169,C#,249432,0.8158109946598228,216473,212,master,D:\DataCollection\repos\SFraissTU_BA_PointCloud,,25
snozbot/fungus,https://github.com/snozbot/fungus,git://github.com/snozbot/fungus.git,265,1419,C#,248207,1.0,1697216,2627,master,D:\DataCollection\repos\snozbot_fungus,,11
microsoft/service-fabric-observer,https://github.com/microsoft/service-fabric-observer,git://github.com/microsoft/service-fabric-observer.git,37,96,C#,247819,0.9611110045874418,1604002,2824,main,D:\DataCollection\repos\microsoft_service-fabric-observer,,14
clawsoftware/clawPDF,https://github.com/clawsoftware/clawPDF,git://github.com/clawsoftware/clawPDF.git,129,502,C#,247232,0.9142247382947976,3217539,142,master,D:\DataCollection\repos\clawsoftware_clawPDF,,27
